id,Hora,Uso_CPU,Memoria_total,Memoria_usada,Procesos,Discos,Internet
30,2025-04-12 03:54:37,CPU 1: 40.89% | CPU 2: 24.36% | CPU 3: 36.36% | CPU 4: 25.78% | CPU 5: 37.37% | CPU 6: 21.65% | CPU 7: 41.24% | CPU 8: 26.06%,16221.05 MB,9551.90 MB,[7556] rust-analyzer.exe (Mem: 1617.23 MB) | [17172] brave.exe (Mem: 487.46 MB) | [14588] Code.exe (Mem: 431.34 MB) | [8272] explorer.exe (Mem: 335.65 MB) | [6948] brave.exe (Mem: 322.98 MB),[D:\][Tipo: HDD] Lectura: 23787.13 MB | Escritura: 89667.24 MB | [C:\][Tipo: SSD] Lectura: 16422.84 MB | Escritura: 22914.77 MB,Wi-Fi: 0.05 Mbps (down) / 0.47 Mbps (up)
31,2025-04-12 03:59:44,CPU 1: 38.82% | CPU 2: 27.66% | CPU 3: 35.88% | CPU 4: 26.13% | CPU 5: 35.70% | CPU 6: 23.71% | CPU 7: 42.28% | CPU 8: 23.24%,16221.05 MB,9520.74 MB,[7556] rust-analyzer.exe (Mem: 1617.23 MB) | [17172] brave.exe (Mem: 484.47 MB) | [14588] Code.exe (Mem: 437.09 MB) | [8272] explorer.exe (Mem: 335.71 MB) | [6948] brave.exe (Mem: 323.29 MB),[D:\][Tipo: HDD] Lectura: 23787.13 MB | Escritura: 89667.52 MB | [C:\][Tipo: SSD] Lectura: 16422.98 MB | Escritura: 22940.14 MB,Wi-Fi: 0.05 Mbps (down) / 0.46 Mbps (up)
32,2025-04-12 04:04:52,CPU 1: 39.79% | CPU 2: 24.44% | CPU 3: 34.88% | CPU 4: 26.00% | CPU 5: 35.26% | CPU 6: 22.89% | CPU 7: 40.04% | CPU 8: 27.12%,16221.05 MB,9538.72 MB,[7556] rust-analyzer.exe (Mem: 1617.23 MB) | [17172] brave.exe (Mem: 492.70 MB) | [14588] Code.exe (Mem: 437.08 MB) | [8272] explorer.exe (Mem: 335.62 MB) | [6948] brave.exe (Mem: 323.74 MB),[D:\][Tipo: HDD] Lectura: 23787.13 MB | Escritura: 89668.04 MB | [C:\][Tipo: SSD] Lectura: 16427.68 MB | Escritura: 22975.15 MB,Wi-Fi: 0.05 Mbps (down) / 0.47 Mbps (up)
33,2025-04-12 04:09:59,CPU 1: 41.78% | CPU 2: 26.58% | CPU 3: 36.79% | CPU 4: 28.53% | CPU 5: 39.68% | CPU 6: 25.67% | CPU 7: 43.92% | CPU 8: 28.19%,16221.05 MB,9543.43 MB,[7556] rust-analyzer.exe (Mem: 1617.23 MB) | [17172] brave.exe (Mem: 500.02 MB) | [14588] Code.exe (Mem: 437.05 MB) | [8272] explorer.exe (Mem: 335.71 MB) | [6948] brave.exe (Mem: 323.30 MB),[D:\][Tipo: HDD] Lectura: 23787.21 MB | Escritura: 89669.95 MB | [C:\][Tipo: SSD] Lectura: 16427.97 MB | Escritura: 22988.27 MB,Wi-Fi: 0.08 Mbps (down) / 0.47 Mbps (up)
34,2025-04-12 04:15:05,CPU 1: 38.46% | CPU 2: 23.78% | CPU 3: 36.33% | CPU 4: 27.40% | CPU 5: 38.96% | CPU 6: 21.82% | CPU 7: 41.05% | CPU 8: 27.52%,16221.05 MB,9525.07 MB,[7556] rust-analyzer.exe (Mem: 1617.23 MB) | [17172] brave.exe (Mem: 488.73 MB) | [14588] Code.exe (Mem: 436.95 MB) | [8272] explorer.exe (Mem: 336.64 MB) | [6948] brave.exe (Mem: 323.35 MB),[D:\][Tipo: HDD] Lectura: 23787.21 MB | Escritura: 89670.11 MB | [C:\][Tipo: SSD] Lectura: 16428.48 MB | Escritura: 23001.22 MB,Wi-Fi: 0.05 Mbps (down) / 0.47 Mbps (up)
35,2025-04-12 04:20:12,CPU 1: 39.56% | CPU 2: 22.48% | CPU 3: 35.62% | CPU 4: 25.71% | CPU 5: 38.10% | CPU 6: 26.36% | CPU 7: 41.25% | CPU 8: 25.02%,16221.05 MB,9609.73 MB,[7556] rust-analyzer.exe (Mem: 1617.23 MB) | [17172] brave.exe (Mem: 483.00 MB) | [14588] Code.exe (Mem: 436.79 MB) | [8272] explorer.exe (Mem: 336.79 MB) | [6948] brave.exe (Mem: 323.23 MB),[D:\][Tipo: HDD] Lectura: 23787.21 MB | Escritura: 89670.84 MB | [C:\][Tipo: SSD] Lectura: 16430.89 MB | Escritura: 23023.05 MB,Wi-Fi: 0.06 Mbps (down) / 0.46 Mbps (up)
36,2025-04-12 04:25:19,CPU 1: 38.70% | CPU 2: 22.25% | CPU 3: 31.87% | CPU 4: 26.13% | CPU 5: 35.40% | CPU 6: 21.08% | CPU 7: 40.86% | CPU 8: 22.88%,16221.05 MB,9606.43 MB,[7556] rust-analyzer.exe (Mem: 1617.23 MB) | [17172] brave.exe (Mem: 478.82 MB) | [14588] Code.exe (Mem: 436.79 MB) | [8272] explorer.exe (Mem: 335.76 MB) | [6948] brave.exe (Mem: 323.26 MB),[D:\][Tipo: HDD] Lectura: 23787.21 MB | Escritura: 89671.29 MB | [C:\][Tipo: SSD] Lectura: 16431.01 MB | Escritura: 23037.04 MB,Wi-Fi: 0.04 Mbps (down) / 0.45 Mbps (up)
37,2025-04-12 04:30:27,CPU 1: 40.87% | CPU 2: 24.88% | CPU 3: 37.96% | CPU 4: 26.67% | CPU 5: 36.61% | CPU 6: 24.07% | CPU 7: 43.51% | CPU 8: 25.00%,16221.05 MB,9529.27 MB,[7556] rust-analyzer.exe (Mem: 1617.23 MB) | [17172] brave.exe (Mem: 506.32 MB) | [14588] Code.exe (Mem: 436.82 MB) | [8272] explorer.exe (Mem: 335.83 MB) | [6948] brave.exe (Mem: 323.38 MB),[D:\][Tipo: HDD] Lectura: 23787.21 MB | Escritura: 89671.70 MB | [C:\][Tipo: SSD] Lectura: 16431.20 MB | Escritura: 23055.25 MB,Wi-Fi: 0.04 Mbps (down) / 0.47 Mbps (up)
38,2025-04-12 04:35:34,CPU 1: 39.96% | CPU 2: 24.69% | CPU 3: 36.02% | CPU 4: 26.66% | CPU 5: 38.26% | CPU 6: 21.07% | CPU 7: 42.49% | CPU 8: 24.39%,16221.05 MB,9549.45 MB,[7556] rust-analyzer.exe (Mem: 1617.23 MB) | [17172] brave.exe (Mem: 501.45 MB) | [14588] Code.exe (Mem: 436.79 MB) | [8272] explorer.exe (Mem: 335.84 MB) | [6948] brave.exe (Mem: 323.31 MB),[D:\][Tipo: HDD] Lectura: 23787.21 MB | Escritura: 89672.21 MB | [C:\][Tipo: SSD] Lectura: 16432.18 MB | Escritura: 23089.55 MB,Wi-Fi: 0.04 Mbps (down) / 0.47 Mbps (up)
39,2025-04-12 04:40:41,CPU 1: 40.43% | CPU 2: 22.72% | CPU 3: 33.77% | CPU 4: 26.03% | CPU 5: 36.65% | CPU 6: 22.31% | CPU 7: 41.58% | CPU 8: 24.36%,16221.05 MB,9568.75 MB,[7556] rust-analyzer.exe (Mem: 1617.23 MB) | [17172] brave.exe (Mem: 493.29 MB) | [14588] Code.exe (Mem: 436.79 MB) | [8272] explorer.exe (Mem: 335.80 MB) | [6948] brave.exe (Mem: 323.58 MB),[D:\][Tipo: HDD] Lectura: 23787.24 MB | Escritura: 89672.74 MB | [C:\][Tipo: SSD] Lectura: 16440.84 MB | Escritura: 23106.67 MB,Wi-Fi: 0.04 Mbps (down) / 0.46 Mbps (up)
40,2025-04-12 04:45:49,CPU 1: 38.25% | CPU 2: 26.80% | CPU 3: 35.40% | CPU 4: 26.37% | CPU 5: 37.97% | CPU 6: 23.86% | CPU 7: 42.75% | CPU 8: 23.18%,16221.05 MB,9533.39 MB,[7556] rust-analyzer.exe (Mem: 1617.23 MB) | [17172] brave.exe (Mem: 490.08 MB) | [14588] Code.exe (Mem: 437.02 MB) | [8272] explorer.exe (Mem: 335.84 MB) | [6948] brave.exe (Mem: 323.46 MB),[D:\][Tipo: HDD] Lectura: 23787.24 MB | Escritura: 89673.00 MB | [C:\][Tipo: SSD] Lectura: 16440.95 MB | Escritura: 23118.61 MB,Wi-Fi: 0.05 Mbps (down) / 0.43 Mbps (up)
41,2025-04-12 04:50:56,CPU 1: 39.02% | CPU 2: 29.85% | CPU 3: 36.33% | CPU 4: 28.06% | CPU 5: 37.84% | CPU 6: 25.00% | CPU 7: 43.74% | CPU 8: 27.83%,16221.05 MB,9569.83 MB,[7556] rust-analyzer.exe (Mem: 1617.23 MB) | [17172] brave.exe (Mem: 487.12 MB) | [14588] Code.exe (Mem: 437.02 MB) | [8272] explorer.exe (Mem: 335.84 MB) | [6948] brave.exe (Mem: 323.56 MB),[D:\][Tipo: HDD] Lectura: 23787.24 MB | Escritura: 89673.50 MB | [C:\][Tipo: SSD] Lectura: 16441.26 MB | Escritura: 23132.39 MB,Wi-Fi: 0.06 Mbps (down) / 0.47 Mbps (up)
42,2025-04-12 04:56:03,CPU 1: 39.94% | CPU 2: 25.07% | CPU 3: 36.37% | CPU 4: 28.28% | CPU 5: 36.49% | CPU 6: 25.04% | CPU 7: 42.84% | CPU 8: 25.56%,16221.05 MB,9593.42 MB,[7556] rust-analyzer.exe (Mem: 1617.23 MB) | [17172] brave.exe (Mem: 506.71 MB) | [14588] Code.exe (Mem: 437.06 MB) | [8272] explorer.exe (Mem: 336.73 MB) | [6948] brave.exe (Mem: 323.38 MB),[D:\][Tipo: HDD] Lectura: 23787.24 MB | Escritura: 89673.83 MB | [C:\][Tipo: SSD] Lectura: 16441.75 MB | Escritura: 23144.30 MB,Wi-Fi: 0.05 Mbps (down) / 0.47 Mbps (up)
43,2025-04-12 05:01:09,CPU 1: 34.23% | CPU 2: 22.14% | CPU 3: 34.37% | CPU 4: 25.74% | CPU 5: 30.38% | CPU 6: 21.60% | CPU 7: 36.67% | CPU 8: 23.63%,16221.05 MB,9636.72 MB,[7556] rust-analyzer.exe (Mem: 1617.23 MB) | [17172] brave.exe (Mem: 491.61 MB) | [14588] Code.exe (Mem: 439.14 MB) | [8272] explorer.exe (Mem: 336.80 MB) | [6948] brave.exe (Mem: 323.54 MB),[D:\][Tipo: HDD] Lectura: 23787.27 MB | Escritura: 89674.21 MB | [C:\][Tipo: SSD] Lectura: 16441.92 MB | Escritura: 23157.78 MB,Wi-Fi: 0.05 Mbps (down) / 0.48 Mbps (up)
44,2025-04-12 05:06:14,CPU 1: 40.61% | CPU 2: 24.52% | CPU 3: 34.09% | CPU 4: 27.10% | CPU 5: 38.15% | CPU 6: 23.85% | CPU 7: 39.50% | CPU 8: 25.79%,16221.05 MB,9606.99 MB,[7556] rust-analyzer.exe (Mem: 1617.23 MB) | [17172] brave.exe (Mem: 485.90 MB) | [14588] Code.exe (Mem: 439.14 MB) | [8272] explorer.exe (Mem: 336.73 MB) | [6948] brave.exe (Mem: 323.55 MB),[D:\][Tipo: HDD] Lectura: 23787.27 MB | Escritura: 89674.54 MB | [C:\][Tipo: SSD] Lectura: 16442.99 MB | Escritura: 23191.32 MB,Wi-Fi: 0.06 Mbps (down) / 0.47 Mbps (up)
45,2025-04-12 05:11:22,CPU 1: 38.05% | CPU 2: 22.91% | CPU 3: 32.22% | CPU 4: 28.69% | CPU 5: 35.53% | CPU 6: 23.64% | CPU 7: 41.49% | CPU 8: 24.15%,16221.05 MB,9610.81 MB,[7556] rust-analyzer.exe (Mem: 1617.23 MB) | [17172] brave.exe (Mem: 479.58 MB) | [14588] Code.exe (Mem: 439.19 MB) | [8272] explorer.exe (Mem: 335.95 MB) | [6948] brave.exe (Mem: 323.63 MB),[D:\][Tipo: HDD] Lectura: 23787.27 MB | Escritura: 89674.91 MB | [C:\][Tipo: SSD] Lectura: 16443.24 MB | Escritura: 23204.52 MB,Wi-Fi: 0.07 Mbps (down) / 0.47 Mbps (up)
46,2025-04-12 05:16:29,CPU 1: 39.38% | CPU 2: 23.70% | CPU 3: 33.77% | CPU 4: 26.89% | CPU 5: 36.94% | CPU 6: 20.97% | CPU 7: 40.06% | CPU 8: 24.63%,16221.05 MB,9571.26 MB,[7556] rust-analyzer.exe (Mem: 1617.23 MB) | [17172] brave.exe (Mem: 472.27 MB) | [14588] Code.exe (Mem: 437.92 MB) | [8272] explorer.exe (Mem: 335.96 MB) | [6948] brave.exe (Mem: 323.36 MB),[D:\][Tipo: HDD] Lectura: 23787.27 MB | Escritura: 89675.31 MB | [C:\][Tipo: SSD] Lectura: 16443.53 MB | Escritura: 23217.87 MB,Wi-Fi: 0.04 Mbps (down) / 0.47 Mbps (up)
47,2025-04-12 05:21:36,CPU 1: 43.07% | CPU 2: 27.02% | CPU 3: 36.92% | CPU 4: 29.71% | CPU 5: 40.34% | CPU 6: 25.59% | CPU 7: 42.37% | CPU 8: 27.31%,16221.05 MB,9706.10 MB,[7556] rust-analyzer.exe (Mem: 1617.23 MB) | [17172] brave.exe (Mem: 500.65 MB) | [14588] Code.exe (Mem: 437.93 MB) | [8272] explorer.exe (Mem: 336.49 MB) | [6948] brave.exe (Mem: 323.39 MB),[D:\][Tipo: HDD] Lectura: 23787.27 MB | Escritura: 89676.00 MB | [C:\][Tipo: SSD] Lectura: 16447.91 MB | Escritura: 23241.99 MB,Wi-Fi: 0.05 Mbps (down) / 0.46 Mbps (up)
48,2025-04-12 05:26:42,CPU 1: 41.09% | CPU 2: 25.07% | CPU 3: 36.36% | CPU 4: 27.54% | CPU 5: 38.17% | CPU 6: 25.29% | CPU 7: 42.91% | CPU 8: 25.57%,16221.05 MB,9595.61 MB,[7556] rust-analyzer.exe (Mem: 1617.23 MB) | [17172] brave.exe (Mem: 495.50 MB) | [14588] Code.exe (Mem: 437.94 MB) | [8272] explorer.exe (Mem: 336.62 MB) | [6948] brave.exe (Mem: 323.44 MB),[D:\][Tipo: HDD] Lectura: 23787.27 MB | Escritura: 89676.28 MB | [C:\][Tipo: SSD] Lectura: 16448.04 MB | Escritura: 23259.17 MB,Wi-Fi: 0.05 Mbps (down) / 0.47 Mbps (up)
49,2025-04-12 05:31:50,CPU 1: 40.21% | CPU 2: 27.19% | CPU 3: 34.58% | CPU 4: 26.66% | CPU 5: 37.73% | CPU 6: 24.19% | CPU 7: 45.11% | CPU 8: 23.87%,16221.05 MB,9586.21 MB,[7556] rust-analyzer.exe (Mem: 1617.23 MB) | [17172] brave.exe (Mem: 489.96 MB) | [14588] Code.exe (Mem: 439.11 MB) | [8272] explorer.exe (Mem: 336.46 MB) | [6948] brave.exe (Mem: 323.45 MB),[D:\][Tipo: HDD] Lectura: 23787.27 MB | Escritura: 89676.71 MB | [C:\][Tipo: SSD] Lectura: 16448.17 MB | Escritura: 23272.05 MB,Wi-Fi: 0.06 Mbps (down) / 0.46 Mbps (up)
50,2025-04-12 05:36:57,CPU 1: 39.50% | CPU 2: 25.40% | CPU 3: 35.10% | CPU 4: 26.07% | CPU 5: 38.34% | CPU 6: 21.61% | CPU 7: 42.09% | CPU 8: 25.11%,16221.05 MB,9597.24 MB,[7556] rust-analyzer.exe (Mem: 1617.23 MB) | [17172] brave.exe (Mem: 483.89 MB) | [14588] Code.exe (Mem: 439.12 MB) | [8272] explorer.exe (Mem: 336.44 MB) | [6948] brave.exe (Mem: 326.85 MB),[D:\][Tipo: HDD] Lectura: 23787.27 MB | Escritura: 89677.05 MB | [C:\][Tipo: SSD] Lectura: 16448.64 MB | Escritura: 23315.58 MB,Wi-Fi: 0.05 Mbps (down) / 0.46 Mbps (up)
51,2025-04-12 05:42:04,CPU 1: 39.22% | CPU 2: 25.35% | CPU 3: 35.73% | CPU 4: 26.83% | CPU 5: 37.16% | CPU 6: 22.15% | CPU 7: 43.18% | CPU 8: 23.35%,16221.05 MB,9623.32 MB,[7556] rust-analyzer.exe (Mem: 1617.23 MB) | [17172] brave.exe (Mem: 477.95 MB) | [14588] Code.exe (Mem: 439.13 MB) | [8272] explorer.exe (Mem: 337.50 MB) | [6948] brave.exe (Mem: 324.68 MB),[D:\][Tipo: HDD] Lectura: 23787.27 MB | Escritura: 89677.32 MB | [C:\][Tipo: SSD] Lectura: 16448.86 MB | Escritura: 23330.29 MB,Wi-Fi: 0.06 Mbps (down) / 0.47 Mbps (up)
52,2025-04-12 05:47:11,CPU 1: 39.86% | CPU 2: 24.87% | CPU 3: 35.12% | CPU 4: 27.40% | CPU 5: 38.86% | CPU 6: 23.82% | CPU 7: 42.47% | CPU 8: 26.38%,16221.05 MB,9603.74 MB,[7556] rust-analyzer.exe (Mem: 1617.23 MB) | [17172] brave.exe (Mem: 503.73 MB) | [14588] Code.exe (Mem: 440.45 MB) | [8272] explorer.exe (Mem: 337.67 MB) | [6948] brave.exe (Mem: 324.31 MB),[D:\][Tipo: HDD] Lectura: 23787.27 MB | Escritura: 89677.60 MB | [C:\][Tipo: SSD] Lectura: 16449.43 MB | Escritura: 23344.03 MB,Wi-Fi: 0.06 Mbps (down) / 0.46 Mbps (up)
53,2025-04-12 05:52:19,CPU 1: 40.33% | CPU 2: 25.52% | CPU 3: 34.25% | CPU 4: 25.88% | CPU 5: 36.92% | CPU 6: 23.77% | CPU 7: 43.78% | CPU 8: 22.17%,16221.05 MB,9618.55 MB,[7556] rust-analyzer.exe (Mem: 1617.23 MB) | [17172] brave.exe (Mem: 498.43 MB) | [14588] Code.exe (Mem: 440.32 MB) | [8272] explorer.exe (Mem: 336.55 MB) | [6948] brave.exe (Mem: 324.39 MB),[D:\][Tipo: HDD] Lectura: 23787.27 MB | Escritura: 89677.90 MB | [C:\][Tipo: SSD] Lectura: 16449.68 MB | Escritura: 23356.92 MB,Wi-Fi: 0.06 Mbps (down) / 0.47 Mbps (up)
54,2025-04-12 05:57:26,CPU 1: 38.55% | CPU 2: 24.80% | CPU 3: 35.91% | CPU 4: 24.69% | CPU 5: 34.57% | CPU 6: 26.43% | CPU 7: 41.46% | CPU 8: 25.29%,16221.05 MB,9622.67 MB,[7556] rust-analyzer.exe (Mem: 1617.23 MB) | [17172] brave.exe (Mem: 494.73 MB) | [14588] Code.exe (Mem: 440.34 MB) | [8272] explorer.exe (Mem: 336.65 MB) | [6948] brave.exe (Mem: 324.43 MB),[D:\][Tipo: HDD] Lectura: 23787.27 MB | Escritura: 89678.17 MB | [C:\][Tipo: SSD] Lectura: 16449.78 MB | Escritura: 23369.12 MB,Wi-Fi: 0.05 Mbps (down) / 0.47 Mbps (up)
55,2025-04-12 06:02:33,CPU 1: 38.77% | CPU 2: 24.71% | CPU 3: 34.43% | CPU 4: 25.26% | CPU 5: 35.11% | CPU 6: 22.98% | CPU 7: 41.40% | CPU 8: 24.45%,16221.05 MB,9613.63 MB,[7556] rust-analyzer.exe (Mem: 1617.23 MB) | [17172] brave.exe (Mem: 489.68 MB) | [14588] Code.exe (Mem: 440.07 MB) | [8272] explorer.exe (Mem: 336.53 MB) | [6948] brave.exe (Mem: 324.50 MB),[D:\][Tipo: HDD] Lectura: 23787.27 MB | Escritura: 89678.44 MB | [C:\][Tipo: SSD] Lectura: 16449.87 MB | Escritura: 23383.75 MB,Wi-Fi: 0.05 Mbps (down) / 0.46 Mbps (up)
56,2025-04-12 06:07:40,CPU 1: 41.29% | CPU 2: 25.25% | CPU 3: 36.94% | CPU 4: 27.34% | CPU 5: 38.00% | CPU 6: 25.30% | CPU 7: 42.70% | CPU 8: 25.13%,16221.05 MB,9637.12 MB,[7556] rust-analyzer.exe (Mem: 1617.23 MB) | [17172] brave.exe (Mem: 485.00 MB) | [14588] Code.exe (Mem: 440.60 MB) | [8272] explorer.exe (Mem: 336.51 MB) | [6948] brave.exe (Mem: 324.35 MB),[D:\][Tipo: HDD] Lectura: 23787.27 MB | Escritura: 89679.03 MB | [C:\][Tipo: SSD] Lectura: 16480.96 MB | Escritura: 23446.30 MB,Wi-Fi: 0.05 Mbps (down) / 0.45 Mbps (up)
57,2025-04-12 06:12:48,CPU 1: 40.86% | CPU 2: 25.56% | CPU 3: 37.84% | CPU 4: 29.04% | CPU 5: 40.34% | CPU 6: 30.42% | CPU 7: 41.77% | CPU 8: 27.56%,16221.05 MB,9710.97 MB,[7556] rust-analyzer.exe (Mem: 1617.23 MB) | [17172] brave.exe (Mem: 507.07 MB) | [14588] Code.exe (Mem: 440.61 MB) | [8272] explorer.exe (Mem: 336.64 MB) | [6948] brave.exe (Mem: 324.45 MB),[D:\][Tipo: HDD] Lectura: 23787.27 MB | Escritura: 89679.32 MB | [C:\][Tipo: SSD] Lectura: 16481.18 MB | Escritura: 23461.67 MB,Wi-Fi: 0.07 Mbps (down) / 0.45 Mbps (up)
58,2025-04-12 06:17:55,CPU 1: 41.38% | CPU 2: 27.58% | CPU 3: 37.42% | CPU 4: 30.48% | CPU 5: 37.16% | CPU 6: 26.06% | CPU 7: 40.96% | CPU 8: 29.56%,16221.05 MB,9801.78 MB,[7556] rust-analyzer.exe (Mem: 1617.23 MB) | [17172] brave.exe (Mem: 500.89 MB) | [14588] Code.exe (Mem: 442.84 MB) | [8272] explorer.exe (Mem: 336.51 MB) | [6948] brave.exe (Mem: 324.62 MB),[D:\][Tipo: HDD] Lectura: 23787.27 MB | Escritura: 89679.91 MB | [C:\][Tipo: SSD] Lectura: 16482.39 MB | Escritura: 23478.38 MB,Wi-Fi: 0.05 Mbps (down) / 0.46 Mbps (up)
